-67.4426	-84.7986	-71.007	-92.63	-70.4239	-97.2178	-63.6511	-50.0211	-86.9485	-69.6393	-95.2412	-64.1663	-81.5504	-34.5269	-98.3372	-55.7002	-24.5855	-78.2436	-90.1874	-26.3583	-95.7799	-66.0937	-67.1569	-97.466	-98.6815	-46.4731	-87.2717	-60.8899	-30.8384	-27.1522	-87.6066	-32.3724	6172.96	-80.5667	-96.0304	-75.3068	-48.6792	-85.0304	-77.0726	-77.9766	-32.2436	-58.7424	-71.4286	-54.5176	-31.1944	-86.5574	-99.0749	-80.6019	-63.9906	-28.9859	-25.0843	-34.1288	-43.9415	-85.3583	-85.9696	-40.2272	-46.1756	-98.445	-50.1358	-25.7869	-99.6393	-53.7728	-89.2646	-50.2412	-29.2857	-44.623	-29.5831	-48.0632	-65.534	-83.9953	-59.8852	-35.74	-60.267	-29.7283	-25.6698	-32.6253	-98.363	-80.829	-79.2951	-57.7869	-37.1546	-39.2131	-45.7775	-66.1452	-72.0984	-97.1077	-43.8478	-32.5457	-91.267	-39.74	-28.9274	-47.0749	-70.4637	-83.9977	-30.1897	-93.0796	-38.9321	-89.2108	-52.9321	-32.7119	| -91.8267
-25.719	-53.7775	-37.171	-59.0843	-51.466	-91.8478	-71.4801	-99.1874	-38.5059	-41.1522	-25.1171	-86.4614	-87.7213	-42.5059	-25.3677	-23.466	-74.1897	-93.3747	-98.9742	6263.1	-84.4239	-69.534	-97.5948	-37.2014	-33.2974	-58.9087	-67.9649	-52.6534	-60.2108	-45.9953	-37.9813	-98.0422	-42.6019	-95.5269	-69.9953	-99.1311	-56.5621	-73.7635	-89.7611	-55.1429	-45.9274	-56.089	-35.3677	-81.1733	-69.1616	-75.5667	-64.7892	-44.5621	-76.0515	-54.2108	-61.8056	-78.2342	-46.3911	-29.6838	-97.4637	-69.2927	-56.5433	-61.0726	-89.1874	-96.5105	-31.7283	-79.9742	-84.4614	-68.5105	-54.4871	-68.185	-25.1616	-75.822	-66.3162	-60.74	-35.7518	-92.3208	-63.1288	-48.7307	-91.37	-78.7728	-81.9508	-47.9977	-32.3466	-44.8829	-81.9368	-24.4098	-85.7283	-48.2365	-91.4309	-95.3817	-97.6932	-70.1874	-33.5433	-84.3208	-93.1639	-54.0703	-62.3513	-75.5738	-59.4801	-45.7705	-54.8361	-48.9227	-35.6768	-41.1241	| -57.4005
-88.2787	-87.6838	-92.5152	-26.0492	-87.7705	-83.6604	-56.9344	-84.9391	-89.8782	-49.26	-24.171	-23.808	-74.5129	-36.7799	-53.1358	-54.5269	-43.6393	-84.5012	-88.2904	-50.6581	-66.267	-33.7611	-38.4309	-30.5246	-47.5199	-97.0726	-57.9696	-32.8033	-92.2646	-26.1803	-40.2951	-53.7002	-70.0445	-62.3934	-57.0187	-62.548	-95.9204	-59.9836	-62.0679	-74.171	-73.5129	-41.7166	-57.2576	-64.6581	-91.6112	-35.3911	-35.8852	5981.35	-50.8571	-71.5152	-56.8759	-28.6698	-81.6347	-32.7307	-72.9789	-99.904	-52.9391	-81.6511	-95.726	-39.7799	-40.3326	-53.1499	-90.4801	-45.8571	-52.7424	-72.5363	-30.7869	-31.5316	-42.0773	-95.0445	-42.5246	-66.5386	-30.2108	-90.8454	-69.459	-27.7166	-72.733	-29.0726	-65.0515	-50	-47.4918	-80.5363	-65.4075	-29.3864	-61.7143	-39.0913	-73.8126	-74.8314	-84.3607	-69.6112	-32.6651	-84.0726	-57.9696	-94.2857	-43.4496	-33.3372	-94.281	-78.6721	-36.2108	-92.5925	| -41.7354
-89.3677	-63.9696	-46.7752	-50.9274	-50.8618	-58.2857	-72.9742	-87.4356	-89.2763	-91.3934	-54.2131	-90.1054	-61.4778	-85.3185	-96.7026	-85.1616	-43.733	-75.4567	-30.644	-43.7213	-87.5831	-50.8876	-33.26	-36.7588	-52.3021	-25.3208	-99.356	-87.1686	-39.1358	-67.7424	-93.2787	-42.6581	-72.377	6077.07	-82.5176	-61.7916	-89.6534	-62.2763	-77.5995	-41.7494	-37.5831	-53.7213	-29.6557	-38.1265	-60.7963	-85.9883	-54.4426	-82.0703	-43.3349	-75.7096	-45.9016	-63.808	-25.192	-41.8033	-29.377	-83.0749	-62.3607	-93.6909	-33.8782	-93.7213	-55.534	-53.0679	-66.1054	-87.1616	-34.3279	-88.1171	-39.9438	-25.6745	-40.829	-93.9555	-90.7354	-79.4941	-99.363	-42.3888	-53.6347	-71.8056	-30.2155	-32.3208	-70.1335	-66.8525	-54.5808	-38.4848	-27.7611	-84.4145	-30.0398	-85.0539	-27.2108	-31.7564	-28.8431	-74.4028	-42.3724	-61.6674	-98.2693	-74.3513	-46.623	-68.8735	-73.5972	-63.8618	-75.4403	-60.1171	| -53.8056
-45.63	-94.103	-40.6464	-89.7377	-51.0515	-94.993	-70.8993	-30.7471	-48.0304	-53.9438	-42.6604	-93.4473	-49.9461	-27.1616	-73.8525	-23.6862	-98.2857	-96.2365	-30.5714	-82.4239	-24.3513	-37.4356	-49.2014	-45.2506	-62.1756	-44.1874	-47.6276	-83.6956	-36.7658	-44.7424	-74.4005	-53.4192	-31.8712	-29.8712	-83.4145	-45.4824	-31.192	-83.6674	-62.1733	-30.3443	-55.8431	-76.6487	-98.726	-69.5129	-57.0703	-93.1288	-87.5597	-75.5527	-89.3934	-94.0679	6337.56	-58.1991	-99.904	-40.7728	-91.445	-67.5269	-89.1007	-55.0398	-79.5199	-81.2482	-55.7822	-76.1522	-34.9344	-44.7049	-97.6323	-48.281	-65.7681	-80.4028	-80.0117	-98.7752	-44.1499	-78.0726	-88.7799	-52.5995	-55.6838	-63.3724	-82	-45.5714	-84.9766	-95.8056	-33.1007	-46.9063	-57.0796	-96.3536	-54.7096	-53.6674	-88.6698	-43.6511	-30.7166	-72.2646	-73.5597	-95.0913	-87.541	-38.0164	-67.8595	-74.0632	-50.822	-92.5059	-62.2553	-40.8571	| -31.4356
-62.6721	-65.2037	-69.4895	-73.4895	-45.281	-37.089	-35.445	-73.808	-32.4684	-65.3794	-41.4262	-62.5457	-52.6651	-26.2225	-75.8478	-34.3981	-50.1007	-33.3888	-73.1569	-87.8103	-62.445	-87.5995	-35.3466	-89.2295	-67.3443	-28.4895	-89.7471	-65.637	-99.829	-55.3607	-68.281	-37.5738	-52.9719	-49.3326	-73.3536	-38.4614	-70.7845	-35.0422	-80.7799	-30.0609	-24.8361	-91.2272	-44.9461	-76.1756	-57.911	-53.1358	-91.3677	-23.9953	-72.3443	-78.6909	-36.4215	-52.8033	-69.5269	-42.4239	-44.8244	-34.8665	-62.4005	-56.9977	-53.1429	-65.8689	-86.1358	-86.2623	-76.8618	-32.9297	-26.3864	5914.24	-26.8712	-40.4169	-97.3044	-77.7658	-78.5855	-98.7775	-77.1475	-49.808	-66.0679	-52.4403	-52.1967	-98.3981	-95.459	-70.5199	-86.1241	-46.1124	-82.6862	-67.2084	-30.7354	-57.9696	-26.0585	-63.8852	-41.5855	-44.2319	-23.3021	-90.0328	-98.2295	-54.0422	-78.6112	-23.4543	-90.2904	-46.0375	-90.6206	-28.8126	| -61.2529
-73.6323	-69.466	-66.8337	-70.103	-32.3817	-86.0351	-34.5504	-29.3934	-55.6581	-82.4052	-77.5316	-33.0679	-34.541	-87.171	-45.1897	-74.9532	-95.1148	-51.637	-54.2014	-85.1335	-28.9391	-52.3724	-24.7096	-45.4754	-87.9016	-84.1311	-61.7424	-25.3138	-23.5059	-54.6792	-77.4567	-38.8899	-42.096	-94.2084	-81.1101	-48.3419	-95.637	-25.8806	-69.6066	-90.6511	-28.4871	-28.6651	-24.6019	-84.8782	-69.3326	-34.4239	-23.3583	-65.5269	-44.7892	-43.9391	-48.5152	-91.4005	-26.9157	-54.8759	-41.0843	-38.6019	-23.7377	-98.1265	-88.8126	-61.8759	-43.726	-73.1522	-66.4215	-91.1288	-61.8009	-32.2201	-77.8501	-68.2436	-66.7213	-67.0211	-96.2037	-58.4309	-24.3934	-63.815	-74.7681	-99.4379	-90.4333	-92.1475	-75.8548	-73.9836	-62.3724	-81.7705	-79.356	-82.6651	-93.1265	-89.9438	-92.1194	-67.8899	-44.5831	-44	-66.5035	-86.9508	-40.0913	-31.1429	6171.63	-61.5667	-55.1663	-97.0609	-87.8361	-95.7916	| -32.6019
-30.8267	-88.178	-75.2787	-30.74	-37.1405	-33.9016	-56.7752	-34.1569	-52.9344	-68.9204	-67.089	-27.459	-40.3044	-84.9274	-61.1967	-66.1054	-33.3794	-30.3021	-79.9953	-23.9087	-75.8525	-49.5785	-52.5738	-61.5574	-33.6417	-76.5667	-86.3372	-91.9766	-38.1358	-68.2389	-62.7143	-24.3279	-51.5597	-32.829	-80.4778	-74.4075	-77.2763	-41.5808	-27.178	-83.8665	-43.8244	-68.2951	-50.9274	-52.1382	-41.2904	-76.3185	-59.5902	-56.0913	-92.3396	5443.23	-96.3489	-73.0094	-59.7447	-38.8571	-25.6487	-30.637	-23.8337	-38.3888	-71.5363	-62.733	-43.4426	-58.5948	-28.4684	-65.993	-94.2037	-62.6815	-67.9415	-71.6066	-95.3958	-62.4028	-40.1452	-66.8899	-51.7658	-28.3466	-40.4637	-89.548	-68.089	-28.5012	-60.9532	-74.1874	-32.6487	-55.4918	-38.5644	-43.4052	-31.993	-38.9415	-38.6909	-46.3326	-65.2787	-40.5457	-44.103	-53.2529	-43.8595	-53.8735	-85.4262	-53.3185	-25.719	-97.2272	-29.7845	-43.6557	| -51
-58.8806	-98.2927	-70.7002	-38.9625	-43.8454	-28.6487	-84.7658	-50.0375	-63.4988	-93.8852	-49.3068	-72.4098	-55.8056	-56.0492	-70.2201	-39.0984	-45.1077	-26.5855	-65.5293	-91.2389	-37.5316	-41.4988	-32.719	-35.0445	-28.9532	-66.192	-24.5597	-57.0375	-75.1803	-43.9696	-70.829	-66.8103	-28.6393	-24.0843	-91.4731	-63.0187	-42.2974	-60.0375	-38.6557	-43.0047	-63.8454	-67.5621	-83.0094	-86.7143	-34.7658	-23.5761	-83.9087	-56.1733	-91.6557	-81.6581	-77.5902	-78.4028	-28.7752	-64.4614	-25.2998	-25.1686	-81.815	-57.3162	-94.8806	-78.3255	-66.3864	-28.6417	-24.9133	-56.9836	-82.3677	-47.9415	-72.6932	-55.7049	-47.7822	-24.6206	-99.8829	-69.9297	-45.5059	-77.9625	-64.5433	-83.5059	-51.1218	-77.8103	-84.9297	-59.5363	-27.5012	-80.1827	5907.31	-81.5504	-28.8782	-43.9157	-45.7354	-86.2646	-72.1007	-92.1241	-82.5574	-48.8197	-31.7658	-88.2482	-68.8033	-61.7658	-84.3279	-97.4567	-58.9274	-43.9063	| -45.7892
-39.3677	-42.7354	-41.733	-24.3747	-78.3841	-49.6792	-47.4754	-36.3911	-88.1405	-96.281	-37.8197	-59.6628	-32.2646	-78.0492	-84.5878	-28.1194	-82.8571	-55.8337	-77.1452	-96.3044	-39.74	-31.6557	-78.3326	-60.829	-58.904	-94.3185	-31.5386	-37.6721	-69.0492	-49.8548	-92.3536	-33.2201	-51.2881	-69.2506	-57.1593	-75.6909	-95.6838	-87.1569	-82.9719	-79.6417	-30.7728	-98	-96.5621	-35.8501	-72.1241	-80.7869	-87.1288	-82.9602	-60.6721	-87.459	-61.8782	-55.5714	-41.4426	-70.2904	-93.7963	-60.3747	-60.3302	-59.8712	-85.0937	-63.5222	-87.8478	-38.9649	-59.267	-40.7963	-96.185	-47.0375	-68.1288	-55.0913	-47.4028	-91.0094	-66.3185	-47.7681	-49.3372	-89.9977	-67.4169	-89.6979	-53.3115	-43.5597	-90.1077	-34.4215	-40.9204	-37.2974	-54.9977	-86.6511	-73.9672	6256.4	-61.4145	-77.4169	-80.4614	-62.6815	-53.7119	-33.4778	-55.3443	-71.5082	-73.7822	-62.4895	-88.3841	-60.466	-32.5855	-45.089	| -24.2131
